code,indicator_name,long_definition,source
SE.ADT.LITR.MA.ZS,"Literacy rate, adult male (% of males ages 15 and above)",Adult literacy rate is the percentage of people ages 15 and above who can both read and write with understanding a short simple statement about their everyday life.,"United Nations Educational, Scientific, and Cultural Organization (UNESCO) Institute for Statistics."
